"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length"
"PcyM_0017900","PcyM_0017900-t36_1","P. cynomolgi strain M","PcyM_00_18:31,389..33,714(+)","PIR protein","1947"
"PcyM_0018000","PcyM_0018000-t36_1","P. cynomolgi strain M","PcyM_00_18:34,402..37,510(-)","PIR protein","2487"
"PcyM_0018100","PcyM_0018100-t36_1","P. cynomolgi strain M","PcyM_00_18:39,539..41,425(+)","PIR protein","1416"
"PcyM_0018200","PcyM_0018200-t36_1","P. cynomolgi strain M","PcyM_00_18:43,699..46,634(+)","PIR protein","2538"
"PcyM_0018300","PcyM_0018300-t36_1","P. cynomolgi strain M","PcyM_00_18:51,403..53,725(+)","PIR protein","1881"
"PcyM_0018400","PcyM_0018400-t36_1","P. cynomolgi strain M","PcyM_00_18:55,477..57,372(-)","PIR protein","1707"
"PcyM_0018500","PcyM_0018500-t36_1","P. cynomolgi strain M","PcyM_00_18:62,097..63,683(-)","PIR protein","1329"
"PcyM_0018600","PcyM_0018600-t36_1","P. cynomolgi strain M","PcyM_00_18:69,432..71,405(-)","PIR protein","1659"
"PcyM_0018700","PcyM_0018700-t36_1","P. cynomolgi strain M","PcyM_00_18:75,313..78,365(+)","PIR protein","2643"
"PcyM_0018800","PcyM_0018800-t36_1","P. cynomolgi strain M","PcyM_00_18:81,225..82,361(+)","PIR protein, pseudogene","879"
"PcyM_0018950","PcyM_0018950-t36_1","P. cynomolgi strain M","PcyM_00_19:5..1,105(+)","PIR protein","990"
"PcyM_0018970","PcyM_0018970-t36_1","P. cynomolgi strain M","PcyM_00_19:3,249..3,976(-)","PIR protein, pseudogene","726"
"PcyM_0019000","PcyM_0019000-t36_1","P. cynomolgi strain M","PcyM_00_19:9,244..11,457(+)","PIR protein","1824"
"PcyM_0019100","PcyM_0019100-t36_1","P. cynomolgi strain M","PcyM_00_19:14,229..15,863(-)","PIR protein, pseudogene","1539"
"PcyM_0019200","PcyM_0019200-t36_1","P. cynomolgi strain M","PcyM_00_19:21,348..22,352(-)","Plasmodium exported protein, unknown function, pseudogene","855"
"PcyM_0019300","PcyM_0019300-t36_1","P. cynomolgi strain M","PcyM_00_19:26,880..28,203(-)","PIR protein","1068"
"PcyM_0019400","PcyM_0019400-t36_1","P. cynomolgi strain M","PcyM_00_19:31,791..33,131(-)","PIR protein","867"
"PcyM_0019600","PcyM_0019600-t36_1","P. cynomolgi strain M","PcyM_00_19:40,255..41,408(+)","PIR protein, pseudogene","921"
"PcyM_0019700","PcyM_0019700-t36_1","P. cynomolgi strain M","PcyM_00_19:44,000..45,143(-)","PIR protein","879"
"PcyM_0019750","PcyM_0019750-t36_1","P. cynomolgi strain M","PcyM_00_19:49,128..49,840(+)","PIR protein, pseudogene","711"
"PcyM_0019800","PcyM_0019800-t36_1","P. cynomolgi strain M","PcyM_00_19:50,432..51,752(-)","PIR protein","1056"
"PcyM_0019850","PcyM_0019850-t36_1","P. cynomolgi strain M","PcyM_00_19:58,213..58,923(-)","PIR protein, pseudogene","708"
"PcyM_0019900","PcyM_0019900-t36_1","P. cynomolgi strain M","PcyM_00_19:61,795..64,083(+)","PIR protein","1857"
"PcyM_0020000","PcyM_0020000-t36_1","P. cynomolgi strain M","PcyM_00_19:69,494..70,803(-)","PIR protein","1050"
"PcyM_0020100","PcyM_0020100-t36_1","P. cynomolgi strain M","PcyM_00_19:72,934..73,661(+)","PIR protein, pseudogene","726"
"PcyM_0020150","PcyM_0020150-t36_1","P. cynomolgi strain M","PcyM_00_1:1..391(-)","PIR protein, pseuodgene","389"
"PcyM_0020170","PcyM_0020170-t36_1","P. cynomolgi strain M","PcyM_00_1:5,680..6,579(-)","PIR protein, pseudogene","771"
"PcyM_0020200","PcyM_0020200-t36_1","P. cynomolgi strain M","PcyM_00_1:8,341..9,491(+)","PIR protein","882"
"PcyM_0020300","PcyM_0020300-t36_1","P. cynomolgi strain M","PcyM_00_1:10,528..11,652(-)","PIR protein","861"
"PcyM_0020400","PcyM_0020400-t36_1","P. cynomolgi strain M","PcyM_00_1:16,573..17,766(+)","PIR protein","930"
"PcyM_0020450","PcyM_0020450-t36_1","P. cynomolgi strain M","PcyM_00_1:19,629..20,633(+)","PIR protein, pseudogene","882"
"PcyM_0020500","PcyM_0020500-t36_1","P. cynomolgi strain M","PcyM_00_1:24,207..25,340(+)","PIR protein","876"
"PcyM_0020600","PcyM_0020600-t36_1","P. cynomolgi strain M","PcyM_00_1:26,439..27,488(-)","PIR protein","786"
"PcyM_0020700","PcyM_0020700-t36_1","P. cynomolgi strain M","PcyM_00_1:36,830..38,118(+)","PIR protein","1041"
"PcyM_0020800","PcyM_0020800-t36_1","P. cynomolgi strain M","PcyM_00_1:39,488..42,373(-)","STP1 protein","2538"
"PcyM_0020900","PcyM_0020900-t36_1","P. cynomolgi strain M","PcyM_00_1:44,722..45,219(+)","PIR protein","390"
"PcyM_0020950","PcyM_0020950-t36_1","P. cynomolgi strain M","PcyM_00_1:45,407..46,138(-)","PIR protein, pseudogene","726"
"PcyM_0021000","PcyM_0021000-t36_1","P. cynomolgi strain M","PcyM_00_1:49,675..51,832(+)","PIR protein","1686"
"PcyM_0021100","PcyM_0021100-t36_1","P. cynomolgi strain M","PcyM_00_1:53,825..55,286(-)","PIR protein","1251"
"PcyM_0021200","PcyM_0021200-t36_1","P. cynomolgi strain M","PcyM_00_1:57,618..58,984(+)","PIR protein, pseudogene","1032"
"PcyM_0021300","PcyM_0021300-t36_1","P. cynomolgi strain M","PcyM_00_1:59,648..61,334(+)","PIR protein","1320"
"PcyM_0021400","PcyM_0021400-t36_1","P. cynomolgi strain M","PcyM_00_1:65,939..68,731(-)","PIR protein","2403"
"PcyM_0021500","PcyM_0021500-t36_1","P. cynomolgi strain M","PcyM_00_1:73,794..75,023(-)","PIR protein","1008"
"PcyM_0021600","PcyM_0021600-t36_1","P. cynomolgi strain M","PcyM_00_1:78,508..80,845(-)","PIR protein","2046"
"PcyM_0021700","PcyM_0021700-t36_1","P. cynomolgi strain M","PcyM_00_1:82,961..84,582(+)","PIR protein","1272"
"PcyM_0021800","PcyM_0021800-t36_1","P. cynomolgi strain M","PcyM_00_1:86,563..87,209(+)","PIR protein, pseudogene","642"
"PcyM_0021900","PcyM_0021900-t36_1","P. cynomolgi strain M","PcyM_00_1:91,212..92,356(-)","PIR protein","879"
"PcyM_0022000","PcyM_0022000-t36_1","P. cynomolgi strain M","PcyM_00_1:95,944..97,169(-)","PIR protein","963"
"PcyM_0022100","PcyM_0022100-t36_1","P. cynomolgi strain M","PcyM_00_1:106,486..107,747(+)","Plasmodium exported protein, unknown function","1140"
"PcyM_0022150","PcyM_0022150-t36_1","P. cynomolgi strain M","PcyM_00_1:109,560..109,912(+)","PIR protein, pseudogene","351"
"PcyM_0022170","PcyM_0022170-t36_1","P. cynomolgi strain M","PcyM_00_1:109,947..110,824(-)","PIR protein, pseudogene","750"
"PcyM_0022200","PcyM_0022200-t36_1","P. cynomolgi strain M","PcyM_00_1:115,018..116,302(+)","PIR protein","1026"
"PcyM_0022300","PcyM_0022300-t36_1","P. cynomolgi strain M","PcyM_00_1:116,939..117,457(+)","PIR protein, fragment","399"
"PcyM_0022400","PcyM_0022400-t36_1","P. cynomolgi strain M","PcyM_00_1:119,488..120,728(-)","PIR protein","948"
"PcyM_0022500","PcyM_0022500-t36_1","P. cynomolgi strain M","PcyM_00_1:128,822..129,954(+)","PIR protein","1011"
"PcyM_0022700","PcyM_0022700-t36_1","P. cynomolgi strain M","PcyM_00_1:131,267..132,770(+)","methyltransferase, putative, pseudogene","1503"
"PcyM_0022800","PcyM_0022800-t36_1","P. cynomolgi strain M","PcyM_00_1:135,816..137,301(+)","PIR protein","1272"
"PcyM_0022900","PcyM_0022900-t36_1","P. cynomolgi strain M","PcyM_00_1:139,618..141,262(+)","PIR protein","1395"
"PcyM_0023000","PcyM_0023000-t36_1","P. cynomolgi strain M","PcyM_00_1:145,913..148,495(+)","PIR protein","1902"
"PcyM_0023100","PcyM_0023100-t36_1","P. cynomolgi strain M","PcyM_00_1:152,202..153,319(-)","PIR protein","855"
"PcyM_0023200","PcyM_0023200-t36_1","P. cynomolgi strain M","PcyM_00_1:162,596..163,872(+)","PIR protein","1035"
"PcyM_0023300","PcyM_0023300-t36_1","P. cynomolgi strain M","PcyM_00_1:167,610..168,933(+)","PIR protein","1074"
"PcyM_0023400","PcyM_0023400-t36_1","P. cynomolgi strain M","PcyM_00_1:170,541..173,523(-)","STP1 protein","2640"
"PcyM_0023450","PcyM_0023450-t36_1","P. cynomolgi strain M","PcyM_00_1:175,978..176,344(+)","PIR protein, pseudogene","366"
"PcyM_0023470","PcyM_0023470-t36_1","P. cynomolgi strain M","PcyM_00_1:176,516..177,258(-)","PIR protein, pseudogene","738"
"PcyM_0023500","PcyM_0023500-t36_1","P. cynomolgi strain M","PcyM_00_1:181,627..182,358(+)","PIR protein","606"
"PcyM_0023600","PcyM_0023600-t36_1","P. cynomolgi strain M","PcyM_00_1:184,956..186,110(-)","PIR protein","936"
"PcyM_0023650","PcyM_0023650-t36_1","P. cynomolgi strain M","PcyM_00_1:188,005..189,012(+)","PIR protein, pseudogene","876"
"PcyM_0023700","PcyM_0023700-t36_1","P. cynomolgi strain M","PcyM_00_1:195,981..197,112(+)","PIR protein","1005"
"PcyM_0023750","PcyM_0023750-t36_1","P. cynomolgi strain M","PcyM_00_1:197,419..198,134(-)","PIR protein, pseudogene","711"
"PcyM_0023800","PcyM_0023800-t36_1","P. cynomolgi strain M","PcyM_00_1:200,817..201,927(+)","PIR protein","846"
"PcyM_0023900","PcyM_0023900-t36_1","P. cynomolgi strain M","PcyM_00_1:208,120..209,979(+)","PIR protein","1569"
"PcyM_0024000","PcyM_0024000-t36_1","P. cynomolgi strain M","PcyM_00_1:212,735..214,263(+)","PIR protein","1266"
"PcyM_0024100","PcyM_0024100-t36_1","P. cynomolgi strain M","PcyM_00_1:217,248..218,482(-)","PIR protein","954"
"PcyM_0024150","PcyM_0024150-t36_1","P. cynomolgi strain M","PcyM_00_1:222,190..223,100(+)","PIR protein, pseudogene","780"
"PcyM_0024200","PcyM_0024200-t36_1","P. cynomolgi strain M","PcyM_00_1:227,390..228,661(+)","Plasmodium exported protein, unknown function","1149"
"PcyM_0024250","PcyM_0024250-t36_1","P. cynomolgi strain M","PcyM_00_1:230,446..230,820(+)","PIR protein, pseudogene","375"
"PcyM_0024270","PcyM_0024270-t36_1","P. cynomolgi strain M","PcyM_00_1:231,015..231,738(-)","PIR protein, pseudogene","720"
"PcyM_0024300","PcyM_0024300-t36_1","P. cynomolgi strain M","PcyM_00_1:235,695..236,821(+)","PIR protein","864"
"PcyM_0024400","PcyM_0024400-t36_1","P. cynomolgi strain M","PcyM_00_1:240,791..242,040(+)","PIR protein","996"
"PcyM_0024500","PcyM_0024500-t36_1","P. cynomolgi strain M","PcyM_00_1:245,430..246,788(+)","PIR protein, pseudogene","1104"
"PcyM_0024600","PcyM_0024600-t36_1","P. cynomolgi strain M","PcyM_00_1:250,825..252,068(+)","PIR protein","984"
"PcyM_0024700","PcyM_0024700-t36_1","P. cynomolgi strain M","PcyM_00_1:254,597..255,829(+)","PIR protein","993"
"PcyM_0024800","PcyM_0024800-t36_1","P. cynomolgi strain M","PcyM_00_1:258,150..259,215(-)","PIR protein, pseudogene","948"
"PcyM_0024900","PcyM_0024900-t36_1","P. cynomolgi strain M","PcyM_00_1:266,030..267,260(+)","PIR protein","987"
"PcyM_0025000","PcyM_0025000-t36_1","P. cynomolgi strain M","PcyM_00_1:268,954..270,201(-)","PIR protein","984"
"PcyM_0025100","PcyM_0025100-t36_1","P. cynomolgi strain M","PcyM_00_1:274,365..275,637(+)","PIR protein, pseudogene","990"
"PcyM_0025200","PcyM_0025200-t36_1","P. cynomolgi strain M","PcyM_00_1:279,350..280,264(+)","PIR protein, pseudogene","789"
"PcyM_0025300","PcyM_0025300-t36_1","P. cynomolgi strain M","PcyM_00_1:281,371..282,624(-)","PIR protein","1005"
"PcyM_0025350","PcyM_0025350-t36_1","P. cynomolgi strain M","PcyM_00_1:285,897..286,612(-)","PIR protein, pseudogene","714"
"PcyM_0025400","PcyM_0025400-t36_1","P. cynomolgi strain M","PcyM_00_1:290,905..292,443(+)","PIR protein","1272"
"PcyM_0025500","PcyM_0025500-t36_1","P. cynomolgi strain M","PcyM_00_1:299,368..300,697(+)","PIR protein","1086"
"PcyM_0025600","PcyM_0025600-t36_1","P. cynomolgi strain M","PcyM_00_1:304,362..305,478(-)","PIR protein","990"
"PcyM_0025700","PcyM_0025700-t36_1","P. cynomolgi strain M","PcyM_00_1:309,137..311,125(-)","PIR protein","1653"
"PcyM_0025800","PcyM_0025800-t36_1","P. cynomolgi strain M","PcyM_00_1:315,108..316,442(-)","PIR protein","1215"
"PcyM_0025900","PcyM_0025900-t36_1","P. cynomolgi strain M","PcyM_00_1:323,404..327,707(-)","STP1 protein","3570"
"PcyM_0026000","PcyM_0026000-t36_1","P. cynomolgi strain M","PcyM_00_1:333,592..336,959(+)","STP1 protein","3138"
"PcyM_0026100","PcyM_0026100-t36_1","P. cynomolgi strain M","PcyM_00_1:338,136..338,969(+)","PIR protein, pseudogene","702"
"PcyM_0026200","PcyM_0026200-t36_1","P. cynomolgi strain M","PcyM_00_1:342,207..343,555(+)","PIR protein","1086"
"PcyM_0026300","PcyM_0026300-t36_1","P. cynomolgi strain M","PcyM_00_1:347,165..348,354(+)","PIR protein","927"
"PcyM_0026400","PcyM_0026400-t36_1","P. cynomolgi strain M","PcyM_00_1:350,016..351,243(+)","PIR protein","966"
"PcyM_0026500","PcyM_0026500-t36_1","P. cynomolgi strain M","PcyM_00_1:354,754..355,901(+)","PIR protein","879"
"PcyM_0026600","PcyM_0026600-t36_1","P. cynomolgi strain M","PcyM_00_1:356,931..358,048(-)","PIR protein","855"
"PcyM_0026700","PcyM_0026700-t36_1","P. cynomolgi strain M","PcyM_00_1:361,750..364,388(-)","STP1 protein","2445"
"PcyM_0026750","PcyM_0026750-t36_1","P. cynomolgi strain M","PcyM_00_1:367,449..368,398(-)","PIR protein, pseudogene","816"
"PcyM_0026800","PcyM_0026800-t36_1","P. cynomolgi strain M","PcyM_00_1:369,453..372,037(-)","STP1 protein","2337"
"PcyM_0026850","PcyM_0026850-t36_1","P. cynomolgi strain M","PcyM_00_1:374,393..375,134(+)","Plasmodium exported protein, unknown function","546"
"PcyM_0026870","PcyM_0026870-t36_1","P. cynomolgi strain M","PcyM_00_1:377,918..378,825(+)","Plasmodium exported protein, unknown function, pseudogene","768"
"PcyM_0026900","PcyM_0026900-t36_1","P. cynomolgi strain M","PcyM_00_1:385,107..386,604(+)","PIR protein","1263"
"PcyM_0027000","PcyM_0027000-t36_1","P. cynomolgi strain M","PcyM_00_1:391,772..394,788(+)","PIR protein","2406"
"PcyM_0027100","PcyM_0027100-t36_1","P. cynomolgi strain M","PcyM_00_1:397,810..399,069(-)","PIR protein","1005"
"PcyM_0027200","PcyM_0027200-t36_1","P. cynomolgi strain M","PcyM_00_1:405,699..407,114(-)","PIR protein","1167"
"PcyM_0027400","PcyM_0027400-t36_1","P. cynomolgi strain M","PcyM_00_1:414,680..416,005(+)","PIR protein","1077"
"PcyM_0027500","PcyM_0027500-t36_1","P. cynomolgi strain M","PcyM_00_1:419,286..420,402(+)","PIR protein","852"
"PcyM_0027600","PcyM_0027600-t36_1","P. cynomolgi strain M","PcyM_00_1:424,769..427,674(+)","PIR protein","2400"
"PcyM_0027700","PcyM_0027700-t36_1","P. cynomolgi strain M","PcyM_00_1:432,637..433,919(+)","PIR protein","1074"
"PcyM_0027800","PcyM_0027800-t36_1","P. cynomolgi strain M","PcyM_00_1:438,684..439,685(+)","PIR protein","876"
"PcyM_0027900","PcyM_0027900-t36_1","P. cynomolgi strain M","PcyM_00_1:441,378..442,542(-)","PIR protein, pseudogene","1041"
"PcyM_0028000","PcyM_0028000-t36_1","P. cynomolgi strain M","PcyM_00_1:446,335..447,849(+)","methyltransferase, putative, pseudogene","1508"
"PcyM_0028100","PcyM_0028100-t36_1","P. cynomolgi strain M","PcyM_00_1:450,609..451,784(+)","PIR protein, pseudogene","918"
"PcyM_0028200","PcyM_0028200-t36_1","P. cynomolgi strain M","PcyM_00_1:456,053..457,403(-)","PIR protein","1098"
"PcyM_0028250","PcyM_0028250-t36_1","P. cynomolgi strain M","PcyM_00_1:459,091..460,045(-)","PIR protein, pseudogene","816"
"PcyM_0028300","PcyM_0028300-t36_1","P. cynomolgi strain M","PcyM_00_1:462,075..463,585(+)","PIR protein","1146"
"PcyM_0028400","PcyM_0028400-t36_1","P. cynomolgi strain M","PcyM_00_1:468,109..471,027(-)","PIR protein","2529"
"PcyM_0028500","PcyM_0028500-t36_1","P. cynomolgi strain M","PcyM_00_1:475,745..479,508(+)","STP1 protein","3357"
"PcyM_0028600","PcyM_0028600-t36_1","P. cynomolgi strain M","PcyM_00_1:481,842..483,153(+)","PIR protein","1053"
"PcyM_0028700","PcyM_0028700-t36_1","P. cynomolgi strain M","PcyM_00_1:485,571..486,960(+)","PIR protein, pseudogene","1023"
"PcyM_0028800","PcyM_0028800-t36_1","P. cynomolgi strain M","PcyM_00_1:490,471..491,786(+)","PIR protein, pseudogene","1050"
"PcyM_0028850","PcyM_0028850-t36_1","P. cynomolgi strain M","PcyM_00_1:493,391..494,478(+)","PIR protein, pseudogene","960"
"PcyM_0028900","PcyM_0028900-t36_1","P. cynomolgi strain M","PcyM_00_1:497,153..498,271(-)","PIR protein","993"
"PcyM_0029000","PcyM_0029000-t36_1","P. cynomolgi strain M","PcyM_00_1:503,387..504,641(-)","PIR protein","984"
"PcyM_0029100","PcyM_0029100-t36_1","P. cynomolgi strain M","PcyM_00_1:510,585..512,229(+)","PIR protein","1119"
"PcyM_0029200","PcyM_0029200-t36_1","P. cynomolgi strain M","PcyM_00_1:515,729..516,981(+)","PIR protein","1011"
"PcyM_0029300","PcyM_0029300-t36_1","P. cynomolgi strain M","PcyM_00_1:521,982..523,224(-)","PIR protein","996"
"PcyM_0029400","PcyM_0029400-t36_1","P. cynomolgi strain M","PcyM_00_1:530,129..531,266(+)","PIR protein","882"
"PcyM_0029500","PcyM_0029500-t36_1","P. cynomolgi strain M","PcyM_00_1:533,824..534,993(-)","PIR protein, pseudogene","942"
"PcyM_0029550","PcyM_0029550-t36_1","P. cynomolgi strain M","PcyM_00_1:539,194..539,906(-)","PIR protein, pseudogene","711"
"PcyM_0029600","PcyM_0029600-t36_1","P. cynomolgi strain M","PcyM_00_1:543,502..546,670(+)","PIR protein","2529"
"PcyM_0029700","PcyM_0029700-t36_1","P. cynomolgi strain M","PcyM_00_1:548,055..549,307(-)","PIR protein","984"
"PcyM_0029800","PcyM_0029800-t36_1","P. cynomolgi strain M","PcyM_00_1:552,763..554,806(-)","PIR protein, pseudogene","1947"
"PcyM_0029900","PcyM_0029900-t36_1","P. cynomolgi strain M","PcyM_00_1:560,201..561,541(-)","PIR protein","1221"
"PcyM_0030100","PcyM_0030100-t36_1","P. cynomolgi strain M","PcyM_00_1:568,435..572,488(-)","STP1 protein","3306"
"PcyM_0030200","PcyM_0030200-t36_1","P. cynomolgi strain M","PcyM_00_1:578,428..581,530(+)","STP1 protein","2859"
"PcyM_0030250","PcyM_0030250-t36_1","P. cynomolgi strain M","PcyM_00_1:582,530..583,251(+)","PIR protein, pseudogene","717"
"PcyM_0030300","PcyM_0030300-t36_1","P. cynomolgi strain M","PcyM_00_1:586,801..588,151(+)","PIR protein","1089"
"PcyM_0030400","PcyM_0030400-t36_1","P. cynomolgi strain M","PcyM_00_1:589,494..590,993(+)","methyltransferase, putative, pseudogene","1497"
"PcyM_0030600","PcyM_0030600-t36_1","P. cynomolgi strain M","PcyM_00_1:592,876..594,436(+)","PIR protein","1317"
"PcyM_0030650","PcyM_0030650-t36_1","P. cynomolgi strain M","PcyM_00_1:595,919..597,007(+)","PIR protein, pseudogene","957"
"PcyM_0030700","PcyM_0030700-t36_1","P. cynomolgi strain M","PcyM_00_1:601,200..602,282(+)","PIR protein, pseudogene","972"
"PcyM_0030800","PcyM_0030800-t36_1","P. cynomolgi strain M","PcyM_00_1:606,601..607,948(-)","PIR protein","1095"
"PcyM_0030900","PcyM_0030900-t36_1","P. cynomolgi strain M","PcyM_00_1:614,754..616,062(+)","PIR protein","1041"
"PcyM_0030950","PcyM_0030950-t36_1","P. cynomolgi strain M","PcyM_00_1:619,835..620,841(+)","PIR protein, pseudogene","1002"
"PcyM_0031000","PcyM_0031000-t36_1","P. cynomolgi strain M","PcyM_00_1:622,666..623,895(-)","Plasmodium exported protein, unknown function","1002"
"PcyM_0031050","PcyM_0031050-t36_1","P. cynomolgi strain M","PcyM_00_1:624,462..624,980(+)","Plasmodium exported protein, unknown function, pseudogene","519"
"PcyM_0031100","PcyM_0031100-t36_1","P. cynomolgi strain M","PcyM_00_1:627,754..628,662(+)","Plasmodium exported protein, unknown function","744"
"PcyM_0031150","PcyM_0031150-t36_1","P. cynomolgi strain M","PcyM_00_1:631,534..632,587(-)","PIR protein, pseudogene","930"
"PcyM_0031200","PcyM_0031200-t36_1","P. cynomolgi strain M","PcyM_00_1:636,572..638,081(+)","PIR protein","1257"
"PcyM_0031300","PcyM_0031300-t36_1","P. cynomolgi strain M","PcyM_00_1:644,164..645,767(+)","PIR protein","1353"
"PcyM_0031400","PcyM_0031400-t36_1","P. cynomolgi strain M","PcyM_00_1:648,485..649,981(+)","PIR protein","1290"
"PcyM_0031500","PcyM_0031500-t36_1","P. cynomolgi strain M","PcyM_00_1:651,348..652,894(+)","methyltransferase, putative, pseudogene","1542"
"PcyM_0031600","PcyM_0031600-t36_1","P. cynomolgi strain M","PcyM_00_1:655,621..656,792(+)","PIR protein","921"
"PcyM_0031700","PcyM_0031700-t36_1","P. cynomolgi strain M","PcyM_00_1:661,068..662,425(-)","PIR protein","1098"
"PcyM_0031800","PcyM_0031800-t36_1","P. cynomolgi strain M","PcyM_00_1:669,042..670,398(+)","PIR protein","1101"
"PcyM_0031900","PcyM_0031900-t36_1","P. cynomolgi strain M","PcyM_00_1:672,941..674,237(+)","PIR protein, pseudogene","1056"
"PcyM_0032000","PcyM_0032000-t36_1","P. cynomolgi strain M","PcyM_00_1:675,885..677,124(-)","PIR protein","948"
"PcyM_0032100","PcyM_0032100-t36_1","P. cynomolgi strain M","PcyM_00_1:682,722..684,045(+)","PIR protein, pseudogene","1101"
"PcyM_0032300","PcyM_0032300-t36_1","P. cynomolgi strain M","PcyM_00_1:688,086..689,440(+)","PIR protein, pseudogene","1032"
"PcyM_0032400","PcyM_0032400-t36_1","P. cynomolgi strain M","PcyM_00_1:696,147..697,269(+)","PIR protein","1008"
"PcyM_0032500","PcyM_0032500-t36_1","P. cynomolgi strain M","PcyM_00_1:703,589..704,827(-)","PIR protein","972"
"PcyM_0032600","PcyM_0032600-t36_1","P. cynomolgi strain M","PcyM_00_1:710,576..711,643(+)","PIR protein","948"
"PcyM_0032700","PcyM_0032700-t36_1","P. cynomolgi strain M","PcyM_00_1:715,694..716,993(+)","PIR protein","1035"
"PcyM_0032800","PcyM_0032800-t36_1","P. cynomolgi strain M","PcyM_00_1:719,861..721,078(+)","PIR protein, pseudogene","963"
"PcyM_0032900","PcyM_0032900-t36_1","P. cynomolgi strain M","PcyM_00_1:723,388..724,531(-)","PIR protein","864"
"PcyM_0033000","PcyM_0033000-t36_1","P. cynomolgi strain M","PcyM_00_1:731,640..732,969(+)","PIR protein","1080"
"PcyM_0033100","PcyM_0033100-t36_1","P. cynomolgi strain M","PcyM_00_1:736,799..738,535(+)","PIR protein, pseudogene","1419"
"PcyM_0033200","PcyM_0033200-t36_1","P. cynomolgi strain M","PcyM_00_1:742,766..744,029(+)","PIR protein","1008"
