"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length"
"PCOAH_00002030","PCOAH_00002030-t30_1","P. coatneyi Hackeri","CP016239:994,848..997,991(+)","Wd-repeat protein p103","3144"
"PCOAH_00002040","PCOAH_00002040-t30_1","P. coatneyi Hackeri","CP016239:998,429..999,091(-)","1-cyspxn 1-cys peroxidoxin","663"
"PCOAH_00002050","PCOAH_00002050-t30_1","P. coatneyi Hackeri","CP016239:1,002,603..1,009,640(+)","Uncharacterized protein","6930"
"PCOAH_00002060","PCOAH_00002060-t30_1","P. coatneyi Hackeri","CP016239:1,010,114..1,013,677(-)","Gluatamate dehydrogenase","3564"
"PCOAH_00002070","PCOAH_00002070-t30_1","P. coatneyi Hackeri","CP016239:1,015,800..1,025,708(-)","Reductase","9909"
"PCOAH_00002080","PCOAH_00002080-t30_1","P. coatneyi Hackeri","CP016239:1,032,418..1,035,072(+)","Mannose-6-phosphate isomerase","2655"
"PCOAH_00002090","PCOAH_00002090-t30_1","P. coatneyi Hackeri","CP016239:1,035,858..1,040,732(-)","Uncharacterized protein","4605"
"PCOAH_00002100","PCOAH_00002100-t30_1","P. coatneyi Hackeri","CP016239:1,043,358..1,043,732(+)","Uncharacterized protein","375"
"PCOAH_00002110","PCOAH_00002110-t30_1","P. coatneyi Hackeri","CP016239:1,044,651..1,046,396(+)","Uncharacterized protein","1746"
"PCOAH_00002120","PCOAH_00002120-t30_1","P. coatneyi Hackeri","CP016239:1,048,821..1,051,781(+)","Protein kinase","2247"
"PCOAH_00002130","PCOAH_00002130-t30_1","P. coatneyi Hackeri","CP016239:1,053,049..1,053,933(+)","Uncharacterized protein","885"
"PCOAH_00002135","PCOAH_00002135-t30_1","P. coatneyi Hackeri","CP016239:1,057,730..1,063,513(+)","28S ribosomal RNA","5784"
"PCOAH_00002140","PCOAH_00002140-t30_1","P. coatneyi Hackeri","CP016239:1,067,627..1,071,025(+)","PHIST81","3147"
"PCOAH_00002150","PCOAH_00002150-t30_1","P. coatneyi Hackeri","CP016239:1,073,306..1,074,138(-)","Uncharacterized protein","693"
"PCOAH_00002160","PCOAH_00002160-t30_1","P. coatneyi Hackeri","CP016239:1,077,455..1,078,472(+)","Uncharacterized protein","885"
"PCOAH_00002170","PCOAH_00002170-t30_1","P. coatneyi Hackeri","CP016239:1,081,532..1,082,851(-)","Uncharacterized protein","1320"
"PCOAH_00002180","PCOAH_00002180-t30_1","P. coatneyi Hackeri","CP016239:1,085,161..1,085,768(-)","SICA antigen","405"
"PCOAH_00002190","PCOAH_00002190-t30_1","P. coatneyi Hackeri","CP016239:1,086,568..1,087,659(+)","PST-A protein","1092"
"PCOAH_00002200","PCOAH_00002200-t30_1","P. coatneyi Hackeri","CP016239:1,088,158..1,090,565(-)","SICA antigen","1719"
"PCOAH_00002210","PCOAH_00002210-t30_1","P. coatneyi Hackeri","CP016239:1,090,790..1,092,321(-)","SICA antigen","945"
"PCOAH_00002220","PCOAH_00002220-t30_1","P. coatneyi Hackeri","CP016239:1,114,583..1,115,448(+)","Uncharacterized protein","705"
"PCOAH_00002230","PCOAH_00002230-t30_1","P. coatneyi Hackeri","CP016239:1,131,586..1,132,367(-)","SICA antigen","594"
"PCOAH_00002240","PCOAH_00002240-t30_1","P. coatneyi Hackeri","CP016239:1,132,717..1,136,163(-)","Ubiquinone biosynthesis protein COQ4-like protein","2850"
"PCOAH_00002250","PCOAH_00002250-t30_1","P. coatneyi Hackeri","CP016240:3,558..8,289(+)","SICA antigen","2877"
"PCOAH_00002260","PCOAH_00002260-t30_1","P. coatneyi Hackeri","CP016240:18,581..24,024(+)","SICA antigen","3582"
"PCOAH_00002270","PCOAH_00002270-t30_1","P. coatneyi Hackeri","CP016240:24,860..28,159(-)","Uncharacterized protein","1887"
"PCOAH_00002280","PCOAH_00002280-t30_1","P. coatneyi Hackeri","CP016240:32,703..33,639(-)","Variable surface protein Vir7-like protein","822"
"PCOAH_00002290","PCOAH_00002290-t30_1","P. coatneyi Hackeri","CP016240:50,099..50,383(+)","SICA antigen","285"
"PCOAH_00002300","PCOAH_00002300-t30_1","P. coatneyi Hackeri","CP016240:65,565..68,050(-)","SICA-like antigen","1731"
"PCOAH_00002310","PCOAH_00002310-t30_1","P. coatneyi Hackeri","CP016240:75,851..77,481(-)","Uncharacterized protein","1185"
"PCOAH_00002320","PCOAH_00002320-t30_1","P. coatneyi Hackeri","CP016240:82,582..83,665(-)","Uncharacterized protein","858"
"PCOAH_00002330","PCOAH_00002330-t30_1","P. coatneyi Hackeri","CP016240:84,447..86,295(-)","Lysophospholipase-like protein","1620"
"PCOAH_00002340","PCOAH_00002340-t30_1","P. coatneyi Hackeri","CP016240:92,923..93,298(+)","hypothetical protein","252"
"PCOAH_00002350","PCOAH_00002350-t30_1","P. coatneyi Hackeri","CP016240:94,898..96,103(+)","Uncharacterized protein","1047"
"PCOAH_00002360","PCOAH_00002360-t30_1","P. coatneyi Hackeri","CP016240:100,007..101,934(+)","Heat shock protein","1263"
"PCOAH_00002370","PCOAH_00002370-t30_1","P. coatneyi Hackeri","CP016240:105,204..107,956(-)","Uncharacterized protein","2526"
"PCOAH_00002380","PCOAH_00002380-t30_1","P. coatneyi Hackeri","CP016240:110,037..110,562(-)","Mitochondrial import inner membrane translocase subunit","255"
"PCOAH_00002390","PCOAH_00002390-t30_1","P. coatneyi Hackeri","CP016240:112,580..114,498(-)","Uncharacterized protein","1626"
"PCOAH_00002400","PCOAH_00002400-t30_1","P. coatneyi Hackeri","CP016240:117,457..118,245(+)","Uncharacterized protein","789"
"PCOAH_00002410","PCOAH_00002410-t30_1","P. coatneyi Hackeri","CP016240:119,606..120,184(-)","Uncharacterized protein","384"
"PCOAH_00002420","PCOAH_00002420-t30_1","P. coatneyi Hackeri","CP016240:122,123..122,194(+)","tRNA-Thr","72"
"PCOAH_00002430","PCOAH_00002430-t30_1","P. coatneyi Hackeri","CP016240:123,207..123,279(-)","tRNA-Val","73"
"PCOAH_00002440","PCOAH_00002440-t30_1","P. coatneyi Hackeri","CP016240:126,236..134,830(+)","Uncharacterized protein","8595"
"PCOAH_00002450","PCOAH_00002450-t30_1","P. coatneyi Hackeri","CP016240:136,147..137,057(-)","Uncharacterized protein","477"
"PCOAH_00002460","PCOAH_00002460-t30_1","P. coatneyi Hackeri","CP016240:139,977..143,096(-)","Uncharacterized protein","3120"
"PCOAH_00002470","PCOAH_00002470-t30_1","P. coatneyi Hackeri","CP016240:150,972..154,112(+)","Adapter-related protein complex 4 beta 1 subunit","2703"
"PCOAH_00002480","PCOAH_00002480-t30_1","P. coatneyi Hackeri","CP016240:154,825..157,455(-)","Uncharacterized protein","2631"
"PCOAH_00002490","PCOAH_00002490-t30_1","P. coatneyi Hackeri","CP016240:158,173..158,706(+)","Uncharacterized protein","333"
"PCOAH_00002500","PCOAH_00002500-t30_1","P. coatneyi Hackeri","CP016240:159,045..174,151(-)","Dynein heavy chain-like protein","14913"
"PCOAH_00002510","PCOAH_00002510-t30_1","P. coatneyi Hackeri","CP016240:175,928..176,221(-)","Dynein light chain","294"
"PCOAH_00002520","PCOAH_00002520-t30_1","P. coatneyi Hackeri","CP016240:178,053..180,431(+)","Uncharacterized protein","2247"
"PCOAH_00002530","PCOAH_00002530-t30_1","P. coatneyi Hackeri","CP016240:180,581..182,113(-)","Uncharacterized protein","851"
"PCOAH_00002540","PCOAH_00002540-t30_1","P. coatneyi Hackeri","CP016240:183,100..185,508(-)","Uncharacterized protein","2409"
"PCOAH_00002550","PCOAH_00002550-t30_1","P. coatneyi Hackeri","CP016240:186,595..187,941(-)","Brix domain","1347"
"PCOAH_00002560","PCOAH_00002560-t30_1","P. coatneyi Hackeri","CP016240:189,262..191,832(+)","NMD3-like protein","2571"
"PCOAH_00002570","PCOAH_00002570-t30_1","P. coatneyi Hackeri","CP016240:192,665..193,504(-)","Antioxidant protein","714"
"PCOAH_00002580","PCOAH_00002580-t30_1","P. coatneyi Hackeri","CP016240:194,607..202,163(-)","Uncharacterized protein","7557"
"PCOAH_00002590","PCOAH_00002590-t30_1","P. coatneyi Hackeri","CP016240:203,686..204,381(-)","Signal recognition particle","282"
"PCOAH_00002600","PCOAH_00002600-t30_1","P. coatneyi Hackeri","CP016240:205,335..207,941(+)","Uncharacterized protein","1533"
"PCOAH_00002610","PCOAH_00002610-t30_1","P. coatneyi Hackeri","CP016240:208,043..209,496(-)","Uncharacterized protein","1260"
"PCOAH_00002620","PCOAH_00002620-t30_1","P. coatneyi Hackeri","CP016240:211,493..214,161(+)","Uncharacterized protein","1785"
"PCOAH_00002630","PCOAH_00002630-t30_1","P. coatneyi Hackeri","CP016240:214,661..220,876(-)","Uncharacterized protein","5466"
"PCOAH_00002640","PCOAH_00002640-t30_1","P. coatneyi Hackeri","CP016240:222,785..224,056(+)","Uncharacterized protein","417"
"PCOAH_00002650","PCOAH_00002650-t30_1","P. coatneyi Hackeri","CP016240:223,941..225,005(-)","Uncharacterized protein","712"
"PCOAH_00002660","PCOAH_00002660-t30_1","P. coatneyi Hackeri","CP016240:225,493..226,158(+)","Uncharacterized protein","666"
"PCOAH_00002670","PCOAH_00002670-t30_1","P. coatneyi Hackeri","CP016240:226,733..228,583(-)","Uncharacterized protein","1647"
"PCOAH_00002680","PCOAH_00002680-t30_1","P. coatneyi Hackeri","CP016240:229,965..236,522(+)","Uncharacterized protein","6558"
"PCOAH_00002690","PCOAH_00002690-t30_1","P. coatneyi Hackeri","CP016240:236,558..244,335(+)","Uncharacterized protein","7740"
"PCOAH_00002700","PCOAH_00002700-t30_1","P. coatneyi Hackeri","CP016240:246,035..247,206(+)","Eukaryotic translation initiation factor 2 alpha subunit","990"
"PCOAH_00002710","PCOAH_00002710-t30_1","P. coatneyi Hackeri","CP016240:248,098..253,485(-)","Uncharacterized protein","5388"
"PCOAH_00002720","PCOAH_00002720-t30_1","P. coatneyi Hackeri","CP016240:256,088..261,013(-)","Integral membrane protein","4926"
"PCOAH_00002730","PCOAH_00002730-t30_1","P. coatneyi Hackeri","CP016240:263,269..265,998(+)","Uncharacterized protein","2730"
"PCOAH_00002740","PCOAH_00002740-t30_1","P. coatneyi Hackeri","CP016240:266,151..269,286(-)","Uncharacterized protein","2901"
"PCOAH_00002750","PCOAH_00002750-t30_1","P. coatneyi Hackeri","CP016240:270,416..272,389(+)","Uncharacterized protein","1974"
"PCOAH_00002760","PCOAH_00002760-t30_1","P. coatneyi Hackeri","CP016240:272,986..274,313(-)","Proteasome subunit alpha type","901"
"PCOAH_00002770","PCOAH_00002770-t30_1","P. coatneyi Hackeri","CP016240:275,288..277,489(+)","DNA (Cytosine-5)-methyltransferase-like protein 2","2202"
"PCOAH_00002780","PCOAH_00002780-t30_1","P. coatneyi Hackeri","CP016240:278,789..280,333(+)","Cysteine desulfurase","1545"
"PCOAH_00002790","PCOAH_00002790-t30_1","P. coatneyi Hackeri","CP016240:282,107..284,872(+)","Uncharacterized protein","2766"
"PCOAH_00002800","PCOAH_00002800-t30_1","P. coatneyi Hackeri","CP016240:285,799..288,348(+)","Vps53-like protein","2550"
"PCOAH_00002810","PCOAH_00002810-t30_1","P. coatneyi Hackeri","CP016240:288,789..290,351(-)","Uncharacterized protein","1563"
"PCOAH_00002820","PCOAH_00002820-t30_1","P. coatneyi Hackeri","CP016240:291,613..292,965(+)","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2","660"
"PCOAH_00002830","PCOAH_00002830-t30_1","P. coatneyi Hackeri","CP016240:293,518..295,796(-)","Uncharacterized protein","2067"
"PCOAH_00002840","PCOAH_00002840-t30_1","P. coatneyi Hackeri","CP016240:300,218..309,493(+)","Ubiquitin carboxyl-terminal hydrolase","8622"
"PCOAH_00002850","PCOAH_00002850-t30_1","P. coatneyi Hackeri","CP016240:314,470..319,469(+)","SICA antigen","3294"
"PCOAH_00002860","PCOAH_00002860-t30_1","P. coatneyi Hackeri","CP016240:321,169..334,427(+)","Uncharacterized protein","12549"
"PCOAH_00002870","PCOAH_00002870-t30_1","P. coatneyi Hackeri","CP016240:334,824..338,364(-)","Mismatch repair protein pms1-like protein","3423"
"PCOAH_00002880","PCOAH_00002880-t30_1","P. coatneyi Hackeri","CP016240:339,735..341,204(-)","Uncharacterized protein","1470"
"PCOAH_00002890","PCOAH_00002890-t30_1","P. coatneyi Hackeri","CP016240:342,188..343,930(-)","Aspartate--tRNA ligase","1743"
"PCOAH_00002900","PCOAH_00002900-t30_1","P. coatneyi Hackeri","CP016240:345,408..347,347(-)","Uncharacterized protein","1110"
"PCOAH_00002910","PCOAH_00002910-t30_1","P. coatneyi Hackeri","CP016240:348,134..352,127(-)","Uncharacterized protein","3975"
"PCOAH_00002920","PCOAH_00002920-t30_1","P. coatneyi Hackeri","CP016240:354,600..387,525(-)","KIR protein","7878"
"PCOAH_00002930","PCOAH_00002930-t30_1","P. coatneyi Hackeri","CP016240:391,625..393,100(-)","Uncharacterized protein","1338"
"PCOAH_00002940","PCOAH_00002940-t30_1","P. coatneyi Hackeri","CP016240:394,843..396,996(-)","Uncharacterized protein","2154"
"PCOAH_00002950","PCOAH_00002950-t30_1","P. coatneyi Hackeri","CP016240:398,290..402,657(-)","Zinc-carboxypeptidase","4368"
"PCOAH_00002960","PCOAH_00002960-t30_1","P. coatneyi Hackeri","CP016240:404,334..410,058(+)","Uncharacterized protein","4857"
"PCOAH_00002970","PCOAH_00002970-t30_1","P. coatneyi Hackeri","CP016240:410,846..417,608(+)","Uncharacterized protein","5523"
"PCOAH_00002980","PCOAH_00002980-t30_1","P. coatneyi Hackeri","CP016240:418,063..420,577(-)","Actin","1158"
"PCOAH_00002990","PCOAH_00002990-t30_1","P. coatneyi Hackeri","CP016240:422,787..424,277(+)","Uncharacterized protein","1491"
"PCOAH_00003000","PCOAH_00003000-t30_1","P. coatneyi Hackeri","CP016240:425,476..426,326(+)","Uncharacterized protein","483"
"PCOAH_00003010","PCOAH_00003010-t30_1","P. coatneyi Hackeri","CP016240:428,518..430,999(+)","Uncharacterized protein","2373"
"PCOAH_00003020","PCOAH_00003020-t30_1","P. coatneyi Hackeri","CP016240:432,296..433,735(-)","Uncharacterized protein","1440"
"PCOAH_00003030","PCOAH_00003030-t30_1","P. coatneyi Hackeri","CP016240:437,102..447,714(+)","Uncharacterized protein","10458"
"PCOAH_00003040","PCOAH_00003040-t30_1","P. coatneyi Hackeri","CP016240:448,479..449,858(+)","LytB protein","1380"
"PCOAH_00003050","PCOAH_00003050-t30_1","P. coatneyi Hackeri","CP016240:450,351..450,956(-)","Uncharacterized protein","606"
"PCOAH_00003060","PCOAH_00003060-t30_1","P. coatneyi Hackeri","CP016240:451,744..455,256(+)","Uncharacterized protein","3513"
"PCOAH_00003070","PCOAH_00003070-t30_1","P. coatneyi Hackeri","CP016240:455,999..457,924(+)","Uncharacterized protein","1926"
"PCOAH_00003080","PCOAH_00003080-t30_1","P. coatneyi Hackeri","CP016240:459,314..461,008(+)","Uncharacterized protein","1695"
"PCOAH_00003090","PCOAH_00003090-t30_1","P. coatneyi Hackeri","CP016240:463,800..464,246(+)","Uncharacterized protein","447"
"PCOAH_00003100","PCOAH_00003100-t30_1","P. coatneyi Hackeri","CP016240:464,655..466,397(-)","Uncharacterized protein","1743"
"PCOAH_00003110","PCOAH_00003110-t30_1","P. coatneyi Hackeri","CP016240:467,567..468,164(-)","Adenylyl cyclase-associated protein","489"
"PCOAH_00003120","PCOAH_00003120-t30_1","P. coatneyi Hackeri","CP016240:469,430..470,015(-)","Uncharacterized protein","423"
"PCOAH_00003130","PCOAH_00003130-t30_1","P. coatneyi Hackeri","CP016240:470,680..471,777(-)","Uncharacterized protein","1098"
"PCOAH_00003140","PCOAH_00003140-t30_1","P. coatneyi Hackeri","CP016240:472,641..476,669(-)","Uncharacterized protein","3738"
"PCOAH_00003150","PCOAH_00003150-t30_1","P. coatneyi Hackeri","CP016240:477,954..479,643(-)","KIR protein","1290"
"PCOAH_00003160","PCOAH_00003160-t30_1","P. coatneyi Hackeri","CP016240:481,203..482,687(-)","Variable surface protein Vir7-like protein","1236"
"PCOAH_00003170","PCOAH_00003170-t30_1","P. coatneyi Hackeri","CP016240:483,703..485,630(-)","KIR protein","1380"
"PCOAH_00003180","PCOAH_00003180-t30_1","P. coatneyi Hackeri","CP016240:501,059..529,647(-)","KIR protein","10422"
"PCOAH_00003190","PCOAH_00003190-t30_1","P. coatneyi Hackeri","CP016240:534,203..540,601(+)","Asparagine-rich antigen","6399"
"PCOAH_00003200","PCOAH_00003200-t30_1","P. coatneyi Hackeri","CP016240:541,337..544,006(-)","Cyclin-dependent kinases regulatory subunit","2544"
"PCOAH_00003210","PCOAH_00003210-t30_1","P. coatneyi Hackeri","CP016240:545,559..546,998(+)","Dna binding protein","1440"
"PCOAH_00003220","PCOAH_00003220-t30_1","P. coatneyi Hackeri","CP016240:547,320..549,383(-)","Uncharacterized protein","2064"
"PCOAH_00003230","PCOAH_00003230-t30_1","P. coatneyi Hackeri","CP016240:550,677..551,828(-)","Uncharacterized protein","1152"
"PCOAH_00003240","PCOAH_00003240-t30_1","P. coatneyi Hackeri","CP016240:553,275..554,013(-)","Uncharacterized protein","624"
"PCOAH_00003250","PCOAH_00003250-t30_1","P. coatneyi Hackeri","CP016240:554,966..558,717(-)","Sarcoplasmic and endoplasmic reticulum Ca-ATPase","3501"
"PCOAH_00003260","PCOAH_00003260-t30_1","P. coatneyi Hackeri","CP016240:561,078..562,642(+)","Uncharacterized protein","894"
"PCOAH_00003270","PCOAH_00003270-t30_1","P. coatneyi Hackeri","CP016240:564,034..567,075(+)","Uncharacterized protein","3042"
"PCOAH_00003280","PCOAH_00003280-t30_1","P. coatneyi Hackeri","CP016240:567,789..568,655(+)","Uncharacterized protein","867"
"PCOAH_00003290","PCOAH_00003290-t30_1","P. coatneyi Hackeri","CP016240:569,622..573,146(+)","Uncharacterized protein","3525"
"PCOAH_00003300","PCOAH_00003300-t30_1","P. coatneyi Hackeri","CP016240:574,427..576,153(+)","Rab5c GTPase","642"
"PCOAH_00003310","PCOAH_00003310-t30_1","P. coatneyi Hackeri","CP016240:577,607..579,295(+)","Uncharacterized protein","1689"
"PCOAH_00003320","PCOAH_00003320-t30_1","P. coatneyi Hackeri","CP016240:580,050..581,260(+)","Centrin","507"
"PCOAH_00003330","PCOAH_00003330-t30_1","P. coatneyi Hackeri","CP016240:581,335..582,660(-)","Uncharacterized protein","1326"
"PCOAH_00003340","PCOAH_00003340-t30_1","P. coatneyi Hackeri","CP016240:583,025..585,075(+)","Endonuclease","1011"
"PCOAH_00003350","PCOAH_00003350-t30_1","P. coatneyi Hackeri","CP016240:586,613..587,161(+)","Uncharacterized protein","549"
"PCOAH_00003360","PCOAH_00003360-t30_1","P. coatneyi Hackeri","CP016240:588,076..592,712(-)","Patched family protein","4190"
"PCOAH_00003370","PCOAH_00003370-t30_1","P. coatneyi Hackeri","CP016240:606,100..607,290(+)","SICA antigen","714"
"PCOAH_00003380","PCOAH_00003380-t30_1","P. coatneyi Hackeri","CP016240:616,406..620,566(+)","SICA antigen","3138"
"PCOAH_00003390","PCOAH_00003390-t30_1","P. coatneyi Hackeri","CP016240:627,698..631,528(+)","SICA antigen","2448"
"PCOAH_00003400","PCOAH_00003400-t30_1","P. coatneyi Hackeri","CP016240:631,570..631,932(+)","SICA antigen","363"
"PCOAH_00003410","PCOAH_00003410-t30_1","P. coatneyi Hackeri","CP016240:639,878..641,253(+)","SICA antigen","906"
"PCOAH_00003420","PCOAH_00003420-t30_1","P. coatneyi Hackeri","CP016240:641,402..647,152(+)","Pvstp1","4479"
"PCOAH_00003430","PCOAH_00003430-t30_1","P. coatneyi Hackeri","CP016240:655,193..658,050(+)","SICA antigen","2115"
"PCOAH_00003440","PCOAH_00003440-t30_1","P. coatneyi Hackeri","CP016240:659,792..660,365(+)","SICA antigen","543"
"PCOAH_00003450","PCOAH_00003450-t30_1","P. coatneyi Hackeri","CP016240:669,026..673,507(+)","SICA antigen","3555"
"PCOAH_00003460","PCOAH_00003460-t30_1","P. coatneyi Hackeri","CP016240:674,576..675,838(+)","Uncharacterized protein","1263"
"PCOAH_00003470","PCOAH_00003470-t30_1","P. coatneyi Hackeri","CP016240:676,558..679,695(+)","Dna repair exonuclease","3138"
"PCOAH_00003480","PCOAH_00003480-t30_1","P. coatneyi Hackeri","CP016240:679,768..680,451(-)","Uncharacterized protein","684"
"PCOAH_00003490","PCOAH_00003490-t30_1","P. coatneyi Hackeri","CP016240:681,629..683,362(-)","Proteasome subunit beta type","976"
"PCOAH_00003500","PCOAH_00003500-t30_1","P. coatneyi Hackeri","CP016240:683,893..685,953(+)","Uncharacterized protein","2061"
"PCOAH_00003510","PCOAH_00003510-t30_1","P. coatneyi Hackeri","CP016240:689,566..695,145(+)","Uncharacterized protein","5580"
"PCOAH_00003520","PCOAH_00003520-t30_1","P. coatneyi Hackeri","CP016240:696,092..698,649(-)","Mitochondrial carrier protein","1008"
"PCOAH_00003530","PCOAH_00003530-t30_1","P. coatneyi Hackeri","CP016240:700,849..701,484(+)","Uncharacterized protein","636"
"PCOAH_00003540","PCOAH_00003540-t30_1","P. coatneyi Hackeri","CP016240:702,079..703,770(-)","Uncharacterized protein","909"
"PCOAH_00003550","PCOAH_00003550-t30_1","P. coatneyi Hackeri","CP016240:704,286..707,761(-)","Uncharacterized protein","2712"
"PCOAH_00003560","PCOAH_00003560-t30_1","P. coatneyi Hackeri","CP016240:709,404..711,714(+)","Uncharacterized protein","1086"
"PCOAH_00003570","PCOAH_00003570-t30_1","P. coatneyi Hackeri","CP016240:714,121..714,876(+)","Uncharacterized protein","756"
"PCOAH_00003580","PCOAH_00003580-t30_1","P. coatneyi Hackeri","CP016240:716,054..719,369(+)","LCCL domain","3198"
"PCOAH_00003590","PCOAH_00003590-t30_1","P. coatneyi Hackeri","CP016240:719,639..720,406(-)","Uncharacterized protein","768"
"PCOAH_00003600","PCOAH_00003600-t30_1","P. coatneyi Hackeri","CP016240:721,308..722,398(-)","Elongation of fatty acids protein","975"
