"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length","Is Pseudo"
"PocGH01_00027100","PocGH01_00027100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_20:32,124..33,227(+)","lysophospholipase, putative","1104","No"
"PocGH01_00027200","PocGH01_00027200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_21:343..1,497(-)","PIR protein","888","No"
"PocGH01_00027300","PocGH01_00027300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_21:7,426..9,369(+)","PIR protein, pseudogene","1674","Yes"
"PocGH01_00027400","PocGH01_00027400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_21:11,715..12,638(-)","PIR protein","678","No"
"PocGH01_00027500","PocGH01_00027500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_21:16,277..17,607(-)","PIR protein","1038","No"
"PocGH01_00027600","PocGH01_00027600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_21:25,196..26,381(-)","PIR protein","924","No"
"PocGH01_00027700","PocGH01_00027700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_21:30,895..31,909(-)","PIR protein","753","No"
"PocGH01_00027800","PocGH01_00027800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_21:34,634..35,868(-)","PIR protein","969","No"
"PocGH01_00027850","PocGH01_00027850.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_22:2,474..3,228(+)","PIR protein, pseudogene","753","Yes"
"PocGH01_00027900","PocGH01_00027900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_22:7,239..8,463(+)","PIR protein","951","No"
"PocGH01_00028000","PocGH01_00028000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_22:10,094..13,405(-)","PIR protein","2586","No"
"PocGH01_00028100","PocGH01_00028100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_22:20,224..22,051(+)","PIR protein","1425","No"
"PocGH01_00028200","PocGH01_00028200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_22:25,019..26,285(+)","PIR protein","999","No"
"PocGH01_00028300","PocGH01_00028300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_22:29,574..30,467(+)","PIR protein, pseudogene","699","Yes"
"PocGH01_00028350","PocGH01_00028350.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_22:33,848..34,897(+)","PIR protein, pseudogene","918","Yes"
"PocGH01_00028400","PocGH01_00028400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_23:3,300..4,591(-)","PIR protein","1038","No"
"PocGH01_00028500","PocGH01_00028500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_23:8,571..9,885(-)","PIR protein","1050","No"
"PocGH01_00028600","PocGH01_00028600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_23:14,306..15,489(-)","PIR protein, pseudogene","927","Yes"
"PocGH01_00028700","PocGH01_00028700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_23:16,231..17,522(-)","PIR protein, pseudogene","1017","Yes"
"PocGH01_00028750","PocGH01_00028750.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_23:20,560..21,295(-)","PIR protein, pseudogene","603","Yes"
"PocGH01_00028800","PocGH01_00028800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_23:23,133..24,378(+)","PIR protein","984","No"
"PocGH01_00028900","PocGH01_00028900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_23:34,693..35,802(-)","PIR protein","1008","No"
"PocGH01_00029000","PocGH01_00029000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_24:6,648..7,964(+)","PIR protein","1053","No"
"PocGH01_00029100","PocGH01_00029100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_24:10,882..11,590(+)","PIR protein","582","No"
"PocGH01_00029200","PocGH01_00029200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_24:15,236..15,502(+)","hypothetical protein","267","No"
"PocGH01_00029300","PocGH01_00029300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_24:18,077..19,619(+)","PIR protein","1260","No"
"PocGH01_00029400","PocGH01_00029400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_24:23,397..26,730(-)","PIR protein","2625","No"
"PocGH01_00029500","PocGH01_00029500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_24:32,036..33,329(+)","PIR protein","1047","No"
"PocGH01_00029600","PocGH01_00029600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_24:35,386..36,560(+)","PIR protein, pseudogene","930","Yes"
"PocGH01_00029700","PocGH01_00029700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_25:214..1,557(-)","PIR protein","1050","No"
"PocGH01_00029800","PocGH01_00029800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_25:6,802..10,134(+)","PIR protein","2613","No"
"PocGH01_00029900","PocGH01_00029900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_25:11,739..12,875(-)","PIR protein","879","No"
"PocGH01_00030000","PocGH01_00030000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_25:19,239..20,503(+)","PIR protein","972","No"
"PocGH01_00030100","PocGH01_00030100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_25:24,644..25,878(+)","PIR protein","978","No"
"PocGH01_00030200","PocGH01_00030200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_25:28,312..31,670(+)","PIR protein","2622","No"
"PocGH01_00030300","PocGH01_00030300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_25:34,355..35,610(+)","PIR protein","999","No"
"PocGH01_00030400","PocGH01_00030400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_26:32..1,361(-)","PIR protein, pseudogene","1224","Yes"
"PocGH01_00030500","PocGH01_00030500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_26:5,344..6,773(+)","PIR protein","1149","No"
"PocGH01_00030600","PocGH01_00030600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_26:8,617..9,892(-)","PIR protein","975","No"
"PocGH01_00030700","PocGH01_00030700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_26:12,310..14,964(-)","STP1 protein","2388","No"
"PocGH01_00030800","PocGH01_00030800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_26:22,027..23,433(-)","PIR protein","1134","No"
"PocGH01_00030900","PocGH01_00030900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_26:26,756..28,061(-)","PIR protein","1068","No"
"PocGH01_00031000","PocGH01_00031000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_26:34,623..35,656(-)","PIR protein","780","No"
"PocGH01_00031100","PocGH01_00031100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_27:3,273..4,178(+)","PIR protein","783","No"
"PocGH01_00031200","PocGH01_00031200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_27:9,457..10,568(+)","Plasmodium exported protein, unknown function","957","No"
"PocGH01_00031300","PocGH01_00031300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_27:18,357..19,622(+)","PIR protein","999","No"
"PocGH01_00031400","PocGH01_00031400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_27:22,617..23,947(+)","PIR protein","1059","No"
"PocGH01_00031500","PocGH01_00031500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_27:32,071..33,077(+)","PIR protein, pseudogene","873","Yes"
"PocGH01_00031600","PocGH01_00031600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_28:2,724..3,837(+)","PIR protein","987","No"
"PocGH01_00031700","PocGH01_00031700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_28:6,959..8,239(+)","PIR protein","1023","No"
"PocGH01_00031800","PocGH01_00031800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_28:11,406..12,654(+)","PIR protein","972","No"
"PocGH01_00031900","PocGH01_00031900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_28:16,689..17,588(+)","PIR protein","774","No"
"PocGH01_00031950","PocGH01_00031950.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_28:20,970..21,981(+)","PIR protein, pseudogene","864","Yes"
"PocGH01_00032000","PocGH01_00032000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_28:25,241..26,524(+)","PIR protein","1047","No"
"PocGH01_00032100","PocGH01_00032100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_28:30,823..32,106(+)","PIR protein","1020","No"
"PocGH01_00032200","PocGH01_00032200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_28:32,521..34,010(-)","PIR protein, pseudogene","1359","Yes"
"PocGH01_00032300","PocGH01_00032300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_29:2,468..3,776(-)","PIR protein, pseudogene","1044","Yes"
"PocGH01_00032400","PocGH01_00032400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_29:8,316..9,812(-)","PIR protein","1080","No"
"PocGH01_00032500","PocGH01_00032500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_29:16,530..17,847(+)","PIR protein","1062","No"
"PocGH01_00032600","PocGH01_00032600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_29:34,495..35,294(+)","PIR protein","546","No"
"PocGH01_00032700","PocGH01_00032700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_30:2,833..4,087(-)","PIR protein","993","No"
"PocGH01_00032800","PocGH01_00032800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_30:9,213..10,456(+)","PIR protein","936","No"
"PocGH01_00032900","PocGH01_00032900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_30:13,400..15,851(+)","PIR protein, pseudogene","1989","Yes"
"PocGH01_00033000","PocGH01_00033000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_30:18,231..20,703(+)","PIR protein","2064","No"
"PocGH01_00033100","PocGH01_00033100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_30:33,631..34,882(-)","PIR protein","1128","No"
"PocGH01_00033200","PocGH01_00033200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_31:3,008..4,285(+)","PIR protein","1011","No"
"PocGH01_00033300","PocGH01_00033300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_31:5,839..7,033(-)","PIR protein, pseudogene","1062","Yes"
"PocGH01_00033400","PocGH01_00033400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_31:11,103..12,138(+)","PIR protein, pseudogene","912","Yes"
"PocGH01_00033500","PocGH01_00033500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_31:15,804..17,055(+)","PIR protein","1005","No"
"PocGH01_00033600","PocGH01_00033600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_31:20,664..21,883(+)","PIR protein","954","No"
"PocGH01_00033700","PocGH01_00033700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_31:25,237..26,333(+)","PIR protein, pseudogene","963","Yes"
"PocGH01_00033800","PocGH01_00033800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_32:804..2,156(-)","PIR protein","1089","No"
"PocGH01_00033900","PocGH01_00033900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_32:5,291..6,636(-)","PIR protein","1083","No"
"PocGH01_00034000","PocGH01_00034000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_32:9,984..11,330(-)","PIR protein","1095","No"
"PocGH01_00034100","PocGH01_00034100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_32:14,470..15,815(-)","PIR protein","1083","No"
"PocGH01_00034200","PocGH01_00034200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_32:18,643..19,953(-)","PIR protein","1029","No"
"PocGH01_00034300","PocGH01_00034300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_32:23,627..24,789(-)","PIR protein","888","No"
"PocGH01_00034400","PocGH01_00034400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_32:27,381..28,654(-)","PIR protein","1017","No"
"PocGH01_00034500","PocGH01_00034500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_32:31,031..32,273(-)","PIR protein","987","No"
"PocGH01_00034600","PocGH01_00034600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_33:1..383(+)","PIR protein","258","No"
"PocGH01_00034700","PocGH01_00034700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_33:2,778..4,086(+)","PIR protein","1047","No"
"PocGH01_00034800","PocGH01_00034800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_33:8,075..10,760(+)","STP1 protein","2511","No"
"PocGH01_00034900","PocGH01_00034900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_33:14,820..16,103(+)","PIR protein","1023","No"
"PocGH01_00035000","PocGH01_00035000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_33:18,659..19,679(+)","PIR protein","678","No"
"PocGH01_00035100","PocGH01_00035100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_33:22,106..25,539(-)","PIR protein","2697","No"
"PocGH01_00035200","PocGH01_00035200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_33:30,470..31,692(+)","PIR protein","951","No"
"PocGH01_00035300","PocGH01_00035300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_34:5,882..7,154(+)","PIR protein","1008","No"
"PocGH01_00035400","PocGH01_00035400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_34:9,554..10,810(+)","PIR protein","996","No"
"PocGH01_00035500","PocGH01_00035500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_34:13,438..14,594(+)","PIR protein","888","No"
"PocGH01_00035600","PocGH01_00035600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_34:18,638..19,874(+)","PIR protein","957","No"
"PocGH01_00035700","PocGH01_00035700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_34:22,398..23,794(+)","PIR protein, pseudogene","1122","Yes"
"PocGH01_00035800","PocGH01_00035800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_34:26,331..27,567(-)","PIR protein","960","No"
"PocGH01_00035900","PocGH01_00035900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_34:30,905..31,823(-)","PIR protein","789","No"
"PocGH01_00036000","PocGH01_00036000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_35:1,876..3,100(+)","PIR protein","960","No"
"PocGH01_00036100","PocGH01_00036100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_35:10,625..11,929(+)","PIR protein","1044","No"
"PocGH01_00036200","PocGH01_00036200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_35:18,413..19,699(+)","PIR protein","1023","No"
"PocGH01_00036300","PocGH01_00036300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_35:21,954..25,097(-)","PIR protein","2607","No"
"PocGH01_00036400","PocGH01_00036400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_35:26,806..28,449(-)","PIR protein","1512","No"
"PocGH01_00036500","PocGH01_00036500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_36:2,347..3,576(+)","PIR protein, pseudogene","1116","Yes"
"PocGH01_00036600","PocGH01_00036600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_36:5,615..6,892(-)","PIR protein","1017","No"
"PocGH01_00036700","PocGH01_00036700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_36:9,145..10,109(-)","STP1 protein, pseudogene","963","Yes"
"PocGH01_00036800","PocGH01_00036800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_36:10,492..12,360(-)","hypothetical protein","1005","No"
"PocGH01_00036900","PocGH01_00036900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_36:18,398..19,438(-)","Plasmodium exported protein, unknown function","855","No"
"PocGH01_00037000","PocGH01_00037000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_36:22,896..24,180(-)","PIR protein, pseudogene","1026","Yes"
"PocGH01_00037100","PocGH01_00037100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_36:28,982..30,260(-)","PIR protein","1002","No"
"PocGH01_00037200","PocGH01_00037200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_37:1,384..3,016(-)","PIR protein, pseudogene","1026","Yes"
"PocGH01_00037250","PocGH01_00037250.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_37:6,985..7,978(-)","PIR protein, pseudogene","993","Yes"
"PocGH01_00037300","PocGH01_00037300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_37:10,752..12,037(-)","PIR protein","1032","No"
"PocGH01_00037400","PocGH01_00037400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_37:15,403..17,006(-)","PIR protein","876","No"
"PocGH01_00037500","PocGH01_00037500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_37:20,701..22,145(-)","PIR protein","1077","No"
"PocGH01_00037600","PocGH01_00037600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_37:24,851..26,023(-)","PIR protein","903","No"
"PocGH01_00037700","PocGH01_00037700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_38:1,464..2,745(-)","PIR protein","1023","No"
"PocGH01_00037800","PocGH01_00037800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_38:6,945..8,169(-)","PIR protein","969","No"
"PocGH01_00037900","PocGH01_00037900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_38:12,188..13,350(-)","PIR protein","1035","No"
"PocGH01_00038000","PocGH01_00038000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_38:18,184..19,518(-)","PIR protein","1086","No"
"PocGH01_00038100","PocGH01_00038100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_38:22,317..23,323(-)","PIR protein, pseudogene","876","Yes"
"PocGH01_00038200","PocGH01_00038200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_38:27,236..28,493(-)","PIR protein","1041","No"
"PocGH01_00038300","PocGH01_00038300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_39:1,779..3,011(+)","PIR protein","969","No"
"PocGH01_00038400","PocGH01_00038400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_39:5,637..6,968(-)","PIR protein","1035","No"
"PocGH01_00038500","PocGH01_00038500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_39:11,241..12,306(-)","PIR protein","591","No"
"PocGH01_00038600","PocGH01_00038600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_39:14,118..16,478(-)","PIR protein","1845","No"
"PocGH01_00038700","PocGH01_00038700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_39:21,194..22,527(-)","PIR protein","1101","No"
"PocGH01_00038800","PocGH01_00038800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_39:26,101..27,413(-)","PIR protein","1050","No"
"PocGH01_00038900","PocGH01_00038900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_39:29,806..31,103(-)","PIR protein","1038","No"
"PocGH01_00039000","PocGH01_00039000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_40:274..6,787(-)","Plasmodium exported protein, unknown function","6303","No"
"PocGH01_00039100","PocGH01_00039100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_40:14,726..15,695(-)","Plasmodium exported protein, unknown function","687","No"
"PocGH01_00039200","PocGH01_00039200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_40:21,314..24,703(-)","Plasmodium exported protein, unknown function","3165","No"
"PocGH01_00039300","PocGH01_00039300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_40:30,695..31,694(+)","Plasmodium exported protein (PHIST), unknown function","759","No"
"PocGH01_00039400","PocGH01_00039400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_41:1,611..2,470(-)","PIR protein, pseudogene","738","Yes"
"PocGH01_00039500","PocGH01_00039500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_41:5,564..6,879(-)","PIR protein","1056","No"
"PocGH01_00039600","PocGH01_00039600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_41:10,606..11,856(-)","PIR protein","636","No"
"PocGH01_00039700","PocGH01_00039700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_41:16,100..16,622(-)","hypothetical protein","228","No"
"PocGH01_00039800","PocGH01_00039800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_41:24,073..25,505(-)","PIR protein","882","No"
"PocGH01_00039900","PocGH01_00039900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_42:1,149..2,382(-)","PIR protein","957","No"
"PocGH01_00040000","PocGH01_00040000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_42:5,671..6,821(-)","PIR protein","882","No"
"PocGH01_00040100","PocGH01_00040100.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_42:11,321..12,529(-)","PIR protein","954","No"
"PocGH01_00040200","PocGH01_00040200.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_42:16,618..17,779(-)","PIR protein","903","No"
"PocGH01_00040300","PocGH01_00040300.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_42:22,308..23,611(-)","PIR protein","1041","No"
"PocGH01_00040400","PocGH01_00040400.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_42:28,675..29,965(-)","PIR protein","1029","No"
"PocGH01_00040500","PocGH01_00040500.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_43:2,856..4,120(+)","PIR protein","987","No"
"PocGH01_00040600","PocGH01_00040600.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_43:6,776..8,015(-)","PIR protein","945","No"
"PocGH01_00040700","PocGH01_00040700.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_43:15,327..16,492(+)","PIR protein","912","No"
"PocGH01_00040800","PocGH01_00040800.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_43:20,559..21,879(+)","PIR proteine","1059","No"
"PocGH01_00040900","PocGH01_00040900.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_43:24,875..26,195(+)","PIR protein","1068","No"
"PocGH01_00041000","PocGH01_00041000.1","P. ovale curtisi GH01","PocGH01_00_v1_contig_43:28,825..29,818(+)","PIR protein","867","No"
