"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Gene has Unmatched Transcripts","Gene Name or Symbol","gene_source_id","Previous ID(s)","Transcript Product Description","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Gene Strand","Gene Type","Is Pseudo","Transcript Length","Chromosome","Genomic Location (Transcript)","Genomic Sequence ID","Ortholog count","Ortholog Group","Paralog count"
"PBANKA_0101800","PBANKA_0101800.1","Plasmodium berghei ANKA","PbANKA_01_v3:85,535..87,034(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_0101800","Previous IDs: PB001235.00.0;PB300372.00.0;PBANKA_010180","conserved Plasmodium protein, unknown function","1","1","1","null","null","forward","protein coding","No","1500","01","PbANKA_01_v3:85535..87034(+)","PbANKA_01_v3","6","OG6r1_107878","0"
"PBANKA_0101900","PBANKA_0101900.1","Plasmodium berghei ANKA","PbANKA_01_v3:88,330..89,766(-)","RNA-binding protein, putative","no","null","PBANKA_0101900","Previous IDs: PB001234.00.0;PBANKA_010190","RNA-binding protein, putative","1","1","1","null","null","reverse","protein coding","No","1437","01","PbANKA_01_v3:88330..89766(-)","PbANKA_01_v3","7","OG6r1_106469","0"
"PBANKA_0102000","PBANKA_0102000.1","Plasmodium berghei ANKA","PbANKA_01_v3:92,030..93,454(+)","mitochondrial chaperone BCS1, putative","no","BCS1","PBANKA_0102000","Previous IDs: PB001168.02.0;PBANKA_010200","mitochondrial chaperone BCS1, putative","1","1","1","null","null","forward","protein coding","No","1425","01","PbANKA_01_v3:92030..93454(+)","PbANKA_01_v3","44","OG6_101424","0"
"PBANKA_0102100","PBANKA_0102100.1","Plasmodium berghei ANKA","PbANKA_01_v3:94,042..95,595(-)","dihydroorotate dehydrogenase, putative","no","DHODH","PBANKA_0102100","Previous IDs: PB001169.02.0;PBANKA_010210","dihydroorotate dehydrogenase, putative","1","1","1","null","null","reverse","protein coding","No","1554","01","PbANKA_01_v3:94042..95595(-)","PbANKA_01_v3","44","OG6_101797","0"
"PBANKA_0102200","PBANKA_0102200.1","Plasmodium berghei ANKA","PbANKA_01_v3:96,818..99,523(-)","trophozoite exported protein 1, putative","no","TEX1","PBANKA_0102200","Previous IDs: PB001170.02.0;PBANKA_010220","trophozoite exported protein 1, putative","1","1","1","null","null","reverse","protein coding","No","2706","01","PbANKA_01_v3:96818..99523(-)","PbANKA_01_v3","44","OG6_532864","0"
"PBANKA_0102300","PBANKA_0102300.1","Plasmodium berghei ANKA","PbANKA_01_v3:102,681..104,003(+)","cation/H+ antiporter","no","CAX","PBANKA_0102300","Previous IDs: PB000125.00.0;PBANKA_010230","cation/H+ antiporter","1","1","1","null","null","forward","protein coding","No","1323","01","PbANKA_01_v3:102681..104003(+)","PbANKA_01_v3","44","OG6_103671","0"
"PBANKA_0102400","PBANKA_0102400.1","Plasmodium berghei ANKA","PbANKA_01_v3:104,749..110,663(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_0102400","Previous IDs: PB000126.00.0;PB000891.03.0;PB100234.00.0;PB300702.00.0;PBANKA_010240","conserved Plasmodium protein, unknown function","3","3","1","null","null","reverse","protein coding","No","5526","01","PbANKA_01_v3:104749..110663(-)","PbANKA_01_v3","28","OG6_533716","0"
"PBANKA_0102500","PBANKA_0102500.1","Plasmodium berghei ANKA","PbANKA_01_v3:112,462..113,895(+)","phenylalanine--tRNA ligase, putative","no","null","PBANKA_0102500","Previous IDs: PB000604.02.0;PBANKA_010250","phenylalanine--tRNA ligase, putative","1","1","1","null","null","forward","protein coding","No","1434","01","PbANKA_01_v3:112462..113895(+)","PbANKA_01_v3","44","OG6_102538","0"
"PBANKA_0102600","PBANKA_0102600.1","Plasmodium berghei ANKA","PbANKA_01_v3:113,956..121,877(-)","centrosomal protein CEP76, putative","no","CEP76","PBANKA_0102600","Previous IDs: PB000605.02.0;PB000819.02.0;PB300709.00.0;PBANKA_010260","centrosomal protein CEP76, putative","20","20","1","null","null","reverse","protein coding","No","5565","01","PbANKA_01_v3:113956..121877(-)","PbANKA_01_v3","46","OG6_126374","0"
"PBANKA_0102700","PBANKA_0102700.1","Plasmodium berghei ANKA","PbANKA_01_v3:122,663..123,781(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_0102700","Previous IDs: PB000820.02.0;PBANKA_010270","conserved Plasmodium protein, unknown function","1","1","1","null","null","reverse","protein coding","No","1119","01","PbANKA_01_v3:122663..123781(-)","PbANKA_01_v3","44","OG6_122808","0"
"PBANKA_0102800","PBANKA_0102800.1","Plasmodium berghei ANKA","PbANKA_01_v3:125,050..129,579(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_0102800","Previous IDs: PB300118.00.0;PBANKA_010280","conserved Plasmodium protein, unknown function","1","1","1","null","null","reverse","protein coding","No","4530","01","PbANKA_01_v3:125050..129579(-)","PbANKA_01_v3","43","OG6_101770","1"
"PBANKA_0102900","PBANKA_0102900.1","Plasmodium berghei ANKA","PbANKA_01_v3:130,777..136,563(-)","AP2 domain transcription factor, putative","no","SIP2","PBANKA_0102900","Previous IDs: PB300561.00.0;PB405120.00.0;PBANKA_010290","AP2 domain transcription factor, putative","1","1","1","null","null","reverse","protein coding","No","5787","01","PbANKA_01_v3:130777..136563(-)","PbANKA_01_v3","157","OG6_104256","9"
"PBANKA_0103000","PBANKA_0103000.1","Plasmodium berghei ANKA","PbANKA_01_v3:140,282..141,004(+)","mitochondrial ribosomal protein L41, putative","no","null","PBANKA_0103000","Previous IDs: PB300449.00.0;PBANKA_010300","mitochondrial ribosomal protein L41, putative","3","3","1","null","null","forward","protein coding","No","282","01","PbANKA_01_v3:140282..141004(+)","PbANKA_01_v3","43","OG6_102880","0"
"PBANKA_0103100","PBANKA_0103100.1","Plasmodium berghei ANKA","PbANKA_01_v3:141,669..143,660(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_0103100","Previous IDs: PB300997.00.0;PB301240.00.0;PBANKA_010310","conserved Plasmodium protein, unknown function","1","1","1","null","null","forward","protein coding","No","1992","01","PbANKA_01_v3:141669..143660(+)","PbANKA_01_v3","19","OG6_533591","0"
"PBANKA_0103200","PBANKA_0103200.1","Plasmodium berghei ANKA","PbANKA_01_v3:144,470..145,601(+)","conserved protein, unknown function","no","null","PBANKA_0103200","Previous IDs: PB405251.00.0;PBANKA_010320","conserved protein, unknown function","4","4","1","null","null","forward","protein coding","No","582","01","PbANKA_01_v3:144470..145601(+)","PbANKA_01_v3","44","OG6_146064","0"
"PBANKA_0103300","PBANKA_0103300.1","Plasmodium berghei ANKA","PbANKA_01_v3:148,463..155,002(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_0103300","Previous IDs: PB000155.03.0;PB107464.00.0;PB107547.00.0;PBANKA_010330","conserved Plasmodium protein, unknown function","4","4","1","null","null","forward","protein coding","No","6102","01","PbANKA_01_v3:148463..155002(+)","PbANKA_01_v3","187","OG6_109925","10"
"PBANKA_0103400","PBANKA_0103400.1","Plasmodium berghei ANKA","PbANKA_01_v3:155,566..157,169(-)","glyoxalase I-like protein GILP, putative","no","GILP","PBANKA_0103400","Previous IDs: PB000397.03.0;PB000398.03.0;PB000438.03.0;PB300752.00.0;PBANKA_010340","glyoxalase I-like protein GILP, putative","6","6","1","null","null","reverse","protein coding","No","954","01","PbANKA_01_v3:155566..157169(-)","PbANKA_01_v3","44","OG6_105403","0"
"PBANKA_0103500","PBANKA_0103500.1","Plasmodium berghei ANKA","PbANKA_01_v3:157,943..162,247(-)","RAP protein, putative","no","null","PBANKA_0103500","Previous IDs: PB000220.01.0;PB000619.03.0;PBANKA_010350;PBANKA_010360","RAP protein, putative","1","1","1","null","null","reverse","protein coding","No","4305","01","PbANKA_01_v3:157943..162247(-)","PbANKA_01_v3","44","OG6_533122","0"
"PBANKA_0103700","PBANKA_0103700.1","Plasmodium berghei ANKA","PbANKA_01_v3:163,005..163,640(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_0103700","Previous IDs: PB101509.00.0;PBANKA_010370","conserved Plasmodium protein, unknown function","3","3","1","null","null","reverse","protein coding","No","285","01","PbANKA_01_v3:163005..163640(-)","PbANKA_01_v3","42","OG6_533036","0"
"PBANKA_0103800","PBANKA_0103800.1","Plasmodium berghei ANKA","PbANKA_01_v3:164,310..164,894(+)","50S ribosomal protein L24, putative","no","null","PBANKA_0103800","Previous IDs: PB000858.00.0;PBANKA_010380","50S ribosomal protein L24, putative","1","1","1","null","null","forward","protein coding","No","585","01","PbANKA_01_v3:164310..164894(+)","PbANKA_01_v3","89","OG6_101141","1"
"PBANKA_0103900","PBANKA_0103900.1","Plasmodium berghei ANKA","PbANKA_01_v3:168,401..170,608(+)","RNA-binding protein, putative","no","null","PBANKA_0103900","Previous IDs: PB000923.00.0;PBANKA_010390","RNA-binding protein, putative","1","1","1","null","null","forward","protein coding","No","2208","01","PbANKA_01_v3:168401..170608(+)","PbANKA_01_v3","10","OG6_103496","0"
"PBANKA_0104000","PBANKA_0104000.1","Plasmodium berghei ANKA","PbANKA_01_v3:171,686..173,060(-)","conserved protein, unknown function","no","null","PBANKA_0104000","Previous IDs: PB000866.02.0;PBANKA_010400","conserved protein, unknown function","6","6","1","null","null","reverse","protein coding","No","636","01","PbANKA_01_v3:171686..173060(-)","PbANKA_01_v3","43","OG6_139472","0"
"PBANKA_0104100","PBANKA_0104100.1","Plasmodium berghei ANKA","PbANKA_01_v3:173,897..175,356(+)","serine/threonine protein kinase, putative","no","ARK1","PBANKA_0104100","Previous IDs: PB000863.02.0;PBANKA_010410","serine/threonine protein kinase, putative","4","4","1","null","null","forward","protein coding","No","1062","01","PbANKA_01_v3:173897..175356(+)","PbANKA_01_v3","120","OG6_100573","3"
"PBANKA_0104200","PBANKA_0104200.1","Plasmodium berghei ANKA","PbANKA_01_v3:175,962..176,435(-)","calcium-binding protein, putative","no","null","PBANKA_0104200","Previous IDs: PB000865.02.0;PBANKA_010420","calcium-binding protein, putative","1","1","1","null","null","reverse","protein coding","No","474","01","PbANKA_01_v3:175962..176435(-)","PbANKA_01_v3","43","OG6_116928","0"
"PBANKA_0104300","PBANKA_0104300.1","Plasmodium berghei ANKA","PbANKA_01_v3:176,651..178,580(-)","cyclin dependent kinase binding protein, putative","no","null","PBANKA_0104300","Previous IDs: PB000864.02.0;PB403248.00.0;PBANKA_010430","cyclin dependent kinase binding protein, putative","2","2","1","null","null","reverse","protein coding","No","1797","01","PbANKA_01_v3:176651..178580(-)","PbANKA_01_v3","44","OG6_103855","0"
"PBANKA_0104400","PBANKA_0104400.1","Plasmodium berghei ANKA","PbANKA_01_v3:179,179..185,103(-)","nucleoside diphosphate kinase, putative","no","null","PBANKA_0104400","Previous IDs: PB000105.01.0;PB000203.01.0;PB301502.00.0;PBANKA_010440","nucleoside diphosphate kinase, putative","7","7","1","null","null","reverse","protein coding","No","4974","01","PbANKA_01_v3:179179..185103(-)","PbANKA_01_v3","46","OG6_107372","0"
"PBANKA_0104500","PBANKA_0104500.1","Plasmodium berghei ANKA","PbANKA_01_v3:187,036..187,815(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_0104500","Previous IDs: PBANKA_010450","conserved Plasmodium protein, unknown function","1","1","1","null","null","forward","protein coding","No","780","01","PbANKA_01_v3:187036..187815(+)","PbANKA_01_v3","44","OG6_532784","0"
"PBANKA_0104600","PBANKA_0104600.1","Plasmodium berghei ANKA","PbANKA_01_v3:188,330..193,927(-)","DNA repair protein RAD50, putative","no","RAD50","PBANKA_0104600","Previous IDs: PB000769.00.0;PB107227.00.0;PB300714.00.0;PBANKA_010460","DNA repair protein RAD50, putative","1","1","1","null","null","reverse","protein coding","No","5598","01","PbANKA_01_v3:188330..193927(-)","PbANKA_01_v3","38","OG6_101667","0"
"PBANKA_0104700","PBANKA_0104700.1","Plasmodium berghei ANKA","PbANKA_01_v3:196,519..198,072(+)","long chain polyunsaturated fatty acid elongation enzyme, putative","no","null","PBANKA_0104700","Previous IDs: PB000405.01.0;PBANKA_010470","long chain polyunsaturated fatty acid elongation enzyme, putative","5","5","1","null","null","forward","protein coding","No","867","01","PbANKA_01_v3:196519..198072(+)","PbANKA_01_v3","44","OG6_100254","0"
"PBANKA_0104800","PBANKA_0104800.1","Plasmodium berghei ANKA","PbANKA_01_v3:198,567..201,569(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_0104800","Previous IDs: PB000404.01.0;PB301312.00.0;PBANKA_010480","conserved Plasmodium protein, unknown function","1","1","1","null","null","reverse","protein coding","No","3003","01","PbANKA_01_v3:198567..201569(-)","PbANKA_01_v3","16","OG6r1_101144","0"
"PBANKA_0104900","PBANKA_0104900.1","Plasmodium berghei ANKA","PbANKA_01_v3:204,670..206,858(+)","RNA-binding protein, putative","no","null","PBANKA_0104900","Previous IDs: PB000403.01.0;PBANKA_010490","RNA-binding protein, putative","4","4","1","null","null","forward","protein coding","No","1701","01","PbANKA_01_v3:204670..206858(+)","PbANKA_01_v3","42","OG6_185459","0"
"PBANKA_0105000","PBANKA_0105000.1","Plasmodium berghei ANKA","PbANKA_01_v3:207,928..208,744(-)","ubiquitin-conjugating enzyme E2 PEX4, putative","no","PEX4","PBANKA_0105000","Previous IDs: PB000371.03.0;PBANKA_010500","ubiquitin-conjugating enzyme E2 PEX4, putative","5","5","1","null","null","reverse","protein coding","No","450","01","PbANKA_01_v3:207928..208744(-)","PbANKA_01_v3","44","OG6_106380","0"
"PBANKA_0105100","PBANKA_0105100.1","Plasmodium berghei ANKA","PbANKA_01_v3:210,136..210,904(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_0105100","Previous IDs: PBANKA_010510","conserved Plasmodium protein, unknown function","5","5","1","null","null","reverse","protein coding","No","375","01","PbANKA_01_v3:210136..210904(-)","PbANKA_01_v3","44","OG6_533424","0"
"PBANKA_0105200","PBANKA_0105200.1","Plasmodium berghei ANKA","PbANKA_01_v3:211,904..214,468(-)","polypyrimidine tract-binding protein, putative","no","PTB","PBANKA_0105200","Previous IDs: PB000329.02.0;PBANKA_010520","polypyrimidine tract-binding protein, putative","5","5","1","null","null","reverse","protein coding","No","1965","01","PbANKA_01_v3:211904..214468(-)","PbANKA_01_v3","44","OG6_101075","0"
"PBANKA_0105300","PBANKA_0105300.1","Plasmodium berghei ANKA","PbANKA_01_v3:216,483..221,962(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_0105300","Previous IDs: PB000269.02.0;PB000419.00.0;PB001117.01.0;PBANKA_010530","conserved Plasmodium protein, unknown function","2","2","1","null","null","reverse","protein coding","No","5337","01","PbANKA_01_v3:216483..221962(-)","PbANKA_01_v3","0","OG6_195552","0"
"PBANKA_0105400","PBANKA_0105400.1","Plasmodium berghei ANKA","PbANKA_01_v3:224,533..229,071(+)","coatomer alpha subunit, putative","no","null","PBANKA_0105400","Previous IDs: PB000076.01.0;PB000878.00.0;PB000975.03.0;PBANKA_010540","coatomer alpha subunit, putative","4","4","1","null","null","forward","protein coding","No","4152","01","PbANKA_01_v3:224533..229071(+)","PbANKA_01_v3","45","OG6_101600","0"
"PBANKA_0105500","PBANKA_0105500.1","Plasmodium berghei ANKA","PbANKA_01_v3:230,049..230,699(-)","glutaredoxin-like protein","no","GLP2","PBANKA_0105500","Previous IDs: PB000796.02.0;PB300610.00.0;PBANKA_010550","glutaredoxin-like protein","1","1","1","null","null","reverse","protein coding","No","651","01","PbANKA_01_v3:230049..230699(-)","PbANKA_01_v3","44","OG6_101660","0"
"PBANKA_0105600","PBANKA_0105600.1","Plasmodium berghei ANKA","PbANKA_01_v3:233,100..235,901(+)","translation initiation factor IF-2, putative","no","null","PBANKA_0105600","Previous IDs: PB000795.02.0;PBANKA_010560","translation initiation factor IF-2, putative","1","1","1","null","null","forward","protein coding","No","2802","01","PbANKA_01_v3:233100..235901(+)","PbANKA_01_v3","45","OG6_101241","0"
"PBANKA_0105700","PBANKA_0105700.1","Plasmodium berghei ANKA","PbANKA_01_v3:236,912..240,021(+)","MYND-type zinc finger protein, putative","no","null","PBANKA_0105700","Previous IDs: PB300938.00.0;PB300939.00.0;PBANKA_010570","MYND-type zinc finger protein, putative","16","16","1","null","null","forward","protein coding","No","1407","01","PbANKA_01_v3:236912..240021(+)","PbANKA_01_v3","46","OG6_104592","0"
"PBANKA_0105800","PBANKA_0105800.1","Plasmodium berghei ANKA","PbANKA_01_v3:240,576..241,896(-)","RING zinc finger protein, putative","no","null","PBANKA_0105800","Previous IDs: PB000109.02.0;PBANKA_010580","RING zinc finger protein, putative","2","2","1","null","null","reverse","protein coding","No","1164","01","PbANKA_01_v3:240576..241896(-)","PbANKA_01_v3","44","OG6_130930","0"
"PBANKA_0105900","PBANKA_0105900.1","Plasmodium berghei ANKA","PbANKA_01_v3:242,994..244,392(+)","uroporphyrinogen III decarboxylase","no","UROD","PBANKA_0105900","Previous IDs: PB001166.01.0;PBANKA_010590;UROD","uroporphyrinogen III decarboxylase","2","2","1","null","null","forward","protein coding","No","1260","01","PbANKA_01_v3:242994..244392(+)","PbANKA_01_v3","44","OG6_100829","0"
"PBANKA_0106000","PBANKA_0106000.1","Plasmodium berghei ANKA","PbANKA_01_v3:244,883..248,217(-)","G-protein associated signal transduction protein, putative","no","null","PBANKA_0106000","Previous IDs: PB000838.00.0;PB001283.00.0;PBANKA_010600","G-protein associated signal transduction protein, putative","13","13","1","null","null","reverse","protein coding","No","1902","01","PbANKA_01_v3:244883..248217(-)","PbANKA_01_v3","46","OG6_100965","0"
"PBANKA_0106100","PBANKA_0106100.1","Plasmodium berghei ANKA","PbANKA_01_v3:249,342..250,724(+)","4-hydroxybenzoate polyprenyltransferase, putative","no","COQ2","PBANKA_0106100","Previous IDs: PB000333.02.0;PB000492.03.0;PBANKA_010610","4-hydroxybenzoate polyprenyltransferase, putative","1","1","1","null","null","forward","protein coding","No","1383","01","PbANKA_01_v3:249342..250724(+)","PbANKA_01_v3","44","OG6_101249","0"
"PBANKA_0106200","PBANKA_0106200.1","Plasmodium berghei ANKA","PbANKA_01_v3:251,097..253,855(-)","spindle assembly abnormal protein 6","no","SAS6","PBANKA_0106200","Previous IDs: PB000351.03.0;PB000493.03.0;PBANKA_010620","spindle assembly abnormal protein 6","5","5","1","null","null","reverse","protein coding","No","2259","01","PbANKA_01_v3:251097..253855(-)","PbANKA_01_v3","49","OG6_104016","0"
"PBANKA_0106300","PBANKA_0106300.1","Plasmodium berghei ANKA","PbANKA_01_v3:258,200..264,727(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_0106300","Previous IDs: PB001068.03.0;PB300613.00.0;PB400383.00.0;PB403808.00.0;PBANKA_010630","conserved Plasmodium protein, unknown function","1","1","1","null","null","forward","protein coding","No","6528","01","PbANKA_01_v3:258200..264727(+)","PbANKA_01_v3","46","OG6_156452","0"
